Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR445384,3/23/12,8/11/12,17236442,3481761284,17236442,202,2367,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445384,SRX129692,B97-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300533,SAMN00828625,simple,4577,Zea mays,B97 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,30DB27EB767A3CB5EF82B0C3F65E6D6E,531C06404D67A1B42B6CDD2E697EEB81
SRR445385,3/23/12,8/11/12,18888604,3815498008,18888604,202,2506,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445385,SRX129693,B97-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP011480,,,0,SRS300533,SAMN00828625,simple,4577,Zea mays,B97 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,C52C61810915C836372941A7A5189A13,A972FE6AC34ED63780EA29F3F153E34A
SRR445386,3/23/12,8/11/12,22522987,4549643374,22522987,202,2963,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445386,SRX129694,B97-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300533,SAMN00828625,simple,4577,Zea mays,B97 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,9F994235D16437966173FDF5D6FB34CE,CCEA9FCA83431760E47E932D84C4565D
SRR445387,3/23/12,8/11/12,27514996,5558029192,27514996,202,3311,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445387,SRX129695,B97-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300533,SAMN00828625,simple,4577,Zea mays,B97 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,A1255861AF26DCC39EC35BCC70EA2199,AE69CB52721E017986B9F0EABCFEA0CB
SRR445388,3/23/12,8/11/12,24803338,5010274276,24803338,202,2812,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445388,SRX129698,CML103-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300536,SAMN00828628,simple,4577,Zea mays,CML103 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,A9E72E3BEA106BAE083903BA0D62FFAE,DE03EAA24E13DA1D2A64F6032692F2CD
SRR445389,3/23/12,8/11/12,20852030,4212110060,20852030,202,2766,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445389,SRX129699,CML103-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300536,SAMN00828628,simple,4577,Zea mays,CML103 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,A6E93CCF46A41DCE3E153D65AF74FC0D,D0CF36693BBB574D5F215DBDA4EE0C5F
SRR445390,3/23/12,8/11/12,21294309,4301450418,21294309,202,2831,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445390,SRX129700,CML103-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300536,SAMN00828628,simple,4577,Zea mays,CML103 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,0494BA092313D9237CC39F43AD1269A0,89071C3AB524DD45899160C06BF3EB7F
SRR445391,3/23/12,8/11/12,24456729,4940259258,24456729,202,2933,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445391,SRX129703,CML103-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300536,SAMN00828628,simple,4577,Zea mays,CML103 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,4A63EF245E21A1894F5920FE09DFD8F4,8E4617F8F7C328FF13A8B1DB94820705
SRR445392,3/23/12,8/11/12,24020810,4852203620,24020810,202,2721,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445392,SRX129708,CML228-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300543,SAMN00828635,simple,4577,Zea mays,CML228 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,5819F9B42EF80229D5BD072AA315D266,607FAE4D3213BEAA19D6A761CC1B1D33
SRR445393,3/23/12,8/11/12,24668182,4982972764,24668182,202,3271,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445393,SRX129709,CML228-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300543,SAMN00828635,simple,4577,Zea mays,CML228 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,7400FD2BF20D20F10360F1FEA76F65D9,E278E32D9A3DCB64A2F8DA7ACB0A0504
SRR445394,3/23/12,8/11/12,24579677,4965094754,24579677,202,3256,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445394,SRX129710,CML228-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300543,SAMN00828635,simple,4577,Zea mays,CML228 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,9567A7C1CCDEB3F7CAD8CA74D0AAA043,814A55E52BCA31EB4AE5DDE9F456DD21
SRR445395,3/23/12,8/11/12,22889863,4623752326,22889863,202,3081,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445395,SRX129711,CML228-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300543,SAMN00828635,simple,4577,Zea mays,CML228 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,530B7FA8CE54FE2E9F57219D832158FF,E60EC0F3EC66F5EAEF29D7A6AA125160
SRR445396,3/23/12,8/11/12,24582149,4965594098,24582149,202,3253,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445396,SRX129717,CML277-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300546,SAMN00828638,simple,4577,Zea mays,CML277 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,2D8117E66E060771F887DD88DA70FB75,C59DCB42C27891CBF2A7D701780231C8
SRR445397,3/23/12,8/11/12,27966339,5649200478,27966339,202,3182,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445397,SRX129712,CML247-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300544,SAMN00828636,simple,4577,Zea mays,CML247 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,30B7D716995B8F1A5CA8D08CE0C9F71C,322C388556FE5E0B01D382D359CF2A29
SRR445398,3/23/12,8/11/12,22940590,4633999180,22940590,202,3050,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445398,SRX129713,CML247-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300544,SAMN00828636,simple,4577,Zea mays,CML247 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,81909AB20C5093A9E5D12EEF66D59308,B618E6290807E2849FC261F96CABE25C
SRR445399,3/23/12,8/11/12,25676516,5186656232,25676516,202,3409,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445399,SRX129715,CML247-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300544,SAMN00828636,simple,4577,Zea mays,CML247 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,BCDB16188543E05D9BC94B921CF96E5F,B768A2EB2013CA0738FD854560C3E612
SRR445400,3/23/12,8/11/12,27221661,5498775522,27221661,202,3649,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445400,SRX129716,CML247-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300544,SAMN00828636,simple,4577,Zea mays,CML247 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,F01E8781B7D7DC47E8247DAC3C9CDB7D,DE15F499F4F17E25FBA3A6AB801D817A
SRR445401,3/23/12,8/11/12,26345482,5321787364,26345482,202,3492,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445401,SRX129719,CML277-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300546,SAMN00828638,simple,4577,Zea mays,CML277 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,8D18EDFC3FB3275754B36D31C57485B2,948A343881C81B98A00AF3E5AB4A3DD3
SRR445402,3/23/12,8/11/12,22050267,4454153934,22050267,202,2921,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445402,SRX129720,CML277-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300546,SAMN00828638,simple,4577,Zea mays,CML277 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,80B5C39882C777B58239F6ACA4165469,CA42D0694E09B03B8E780DDDF0E92DA1
SRR445403,3/23/12,8/11/12,17428921,3520642042,17428921,202,2080,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445403,SRX129721,CML277-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300546,SAMN00828638,simple,4577,Zea mays,CML277 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,E1EFC7620A37E631E856C52B17DE0F77,1CB453308B3E0A99B370DCC1575E5FE1
SRR445404,3/23/12,8/11/12,27323199,5519286198,27323199,202,3216,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445404,SRX129722,CML322-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300548,SAMN00828640,simple,4577,Zea mays,CML322 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,235DF8CD22BBECB44302E505B78E9FDC,AF9C3158D715080FE05AA36F34DD8B14
SRR445405,3/23/12,8/11/12,19041708,3846425016,19041708,202,2537,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445405,SRX129723,CML322-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300548,SAMN00828640,simple,4577,Zea mays,CML322 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,4063598088929E9A1798F1633B916D30,30B6F7FC5E39F7020668456106DD4CBC
SRR445406,3/23/12,8/11/12,24653120,4979930240,24653120,202,3274,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445406,SRX129724,CML322-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300548,SAMN00828640,simple,4577,Zea mays,CML322 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,BC9426AB997AFAAF4402803BC3A63571,C7BEBF8E9C0E00091B3966E89CA92A18
SRR445407,3/23/12,8/11/12,22032014,4450466828,22032014,202,2884,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445407,SRX129725,CML322-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300548,SAMN00828640,simple,4577,Zea mays,CML322 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,6B89C4F06632677C6B7F9268A67D8326,F48D00AC70FE8ACAB573A5E45E53FD27
SRR445408,3/23/12,8/11/12,23868746,4821486692,23868746,202,2821,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445408,SRX129726,CML333-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300549,SAMN00828641,simple,4577,Zea mays,CML333 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,24B4C79078C5F56D6FE6F53EF1D468DD,81C67D4FEFF529279348E1D0C636C773
SRR445409,3/23/12,8/11/12,28115512,5679333424,28115512,202,3714,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445409,SRX129727,CML333-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300549,SAMN00828641,simple,4577,Zea mays,CML333 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,2E6E403157246ECAF88C92CE22B80584,D2607663770F703D18EB19691FD1C0CF
SRR445410,3/23/12,8/11/12,23983820,4844731640,23983820,202,3162,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445410,SRX129728,CML333-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300549,SAMN00828641,simple,4577,Zea mays,CML333 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,5F2D699B41FA41AECB65D794550E8B5F,509592269FEA93B5759607B010EF0C26
SRR445411,3/23/12,8/11/12,22625145,4570279290,22625145,202,2977,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445411,SRX129729,CML333-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300549,SAMN00828641,simple,4577,Zea mays,CML333 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,56E9DD4D1557DAA15CE86F441A0DDDA3,0EBA367DF27D1F028E299C94B3384F27
SRR445412,3/23/12,8/11/12,26955093,5444928786,26955093,202,3156,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445412,SRX129730,CML52-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300550,SAMN00828642,simple,4577,Zea mays,CML52 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,3FFC1DDF18E8A23142681EC98CE8B0FD,ABB22328FF7520C2DF2002DD2579315E
SRR445413,3/23/12,8/11/12,23592404,4765665608,23592404,202,3141,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445413,SRX129731,CML52-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300550,SAMN00828642,simple,4577,Zea mays,CML52 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,E399E9D68B3D54B499A70FFD0AE8117F,81237C6EB8311EDEA5B8821B2D075D20
SRR445414,3/23/12,8/11/12,25415328,5133896256,25415328,202,3363,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445414,SRX129732,CML52-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300550,SAMN00828642,simple,4577,Zea mays,CML52 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,1C05A3C2C3661C437B772D842E3FF74A,B9945998095DD830CA6CF8EBF7AF8B1D
SRR445415,3/23/12,8/11/12,25689751,5189329702,25689751,202,3446,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445415,SRX129733,CML52-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300550,SAMN00828642,simple,4577,Zea mays,CML52 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,B903006D664C800E1D5A19AADF166064,8C6A48A5049378F169D23E65FC078578
SRR445416,3/23/12,8/11/12,24037418,4855558436,24037418,202,2875,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445416,SRX129734,CML69-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300551,SAMN00828643,simple,4577,Zea mays,CML69 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,D4BAE2804A5AF950A3CB639EFB40E181,F134BF703098C06D67D9971FC2466C0F
SRR445417,3/23/12,8/11/12,21168428,4276022456,21168428,202,2805,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445417,SRX129735,CML69-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300551,SAMN00828643,simple,4577,Zea mays,CML69 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,DF53F324421C10A142061F31D56D7854,504E0BB25C91F4D5F6E6DF0585033AE0
SRR445418,3/23/12,8/11/12,25067194,5063573188,25067194,202,3312,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445418,SRX129736,CML69-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300551,SAMN00828643,simple,4577,Zea mays,CML69 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,246FBB551BD82325B23155C4D37D5460,83A62A7A1D0EC160ACFCFC4BEF7405D9
SRR445419,3/23/12,8/11/12,24018482,4851733364,24018482,202,3162,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445419,SRX129737,CML69-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300551,SAMN00828643,simple,4577,Zea mays,CML69 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,709F29691780F8902A6550E758AC4397,39E7BFFF500B478D6243601AC34F7BC2
SRR445420,3/23/12,8/11/12,25618348,5174906296,25618348,202,3404,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445420,SRX129742,Hp301-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300556,SAMN00828648,simple,4577,Zea mays,Hp301 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,135F22FA25720619BC6ED1E15BD7293B,CC2D3FBD484BEAB0BE76A9C7A411B2ED
SRR445421,3/23/12,8/11/12,20523309,4145708418,20523309,202,2723,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445421,SRX129743,Hp301-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300556,SAMN00828648,simple,4577,Zea mays,Hp301 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,98F86011C4882682A194773409A7F0B2,046F86F465B1401389446CEA16F6651B
SRR445422,3/23/12,8/11/12,22264201,4497368602,22264201,202,2957,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445422,SRX129744,Hp301-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300556,SAMN00828648,simple,4577,Zea mays,Hp301 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,D3C401F5FE69DB628C81CB16BEABDCC0,590CB710BBE72D4891C974FE4779190B
SRR445423,3/23/12,8/11/12,22626052,4570462504,22626052,202,3040,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445423,SRX129745,Hp301-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300556,SAMN00828648,simple,4577,Zea mays,Hp301 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,87FF42C1A2B1D16570FC92C0BED07288,580FCD3EC15540569B09A8325DFEDEC6
SRR445424,3/23/12,8/11/12,24066478,4861428556,24066478,202,2887,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445424,SRX129746,IL14H-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300557,SAMN00828649,simple,4577,Zea mays,IL14H RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,EC1C02676E3F1033188AB135D5F48AE8,3CD7F8C7A3F9E92D562911C28C0E7BD3
SRR445425,3/23/12,8/11/12,24658460,4981008920,24658460,202,3267,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445425,SRX129747,IL14H-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300557,SAMN00828649,simple,4577,Zea mays,IL14H RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,63CBFCF46C87728893AC0E4084C8D676,21E4122A0E4959979C6BF51DD3B95752
SRR445426,3/23/12,8/11/12,24051581,4858419362,24051581,202,3180,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445426,SRX129748,IL14H-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300557,SAMN00828649,simple,4577,Zea mays,IL14H RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,8E7BA67D2B4AA814405D0F47D3EA6097,4A31578D8CB8BCD563CCB6C3C6295AF3
SRR445427,3/23/12,8/11/12,23405058,4727821716,23405058,202,3077,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445427,SRX129749,IL14H-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300557,SAMN00828649,simple,4577,Zea mays,IL14H RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,5784DCD7EEBE5F208A9AAA6313D4CBAF,0B29CB5CECC0229B30E90A947BCB7EDE
SRR445428,3/23/12,8/11/12,24039230,4855924460,24039230,202,2912,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445428,SRX129750,Ki11-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300558,SAMN00828650,simple,4577,Zea mays,Ki11 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,B3516563449B66114D6094CBC0D24853,29F0EEB929D10AE77E9D8D2CD4ADEDE6
SRR445429,3/23/12,8/11/12,25454593,5141827786,25454593,202,3380,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445429,SRX129751,Ki11-root,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300558,SAMN00828650,simple,4577,Zea mays,Ki11 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,BC0A8F6D888F80038EF107D6E9A9488E,0C95C32E580CE16E8618FDBC9AF373CF
SRR445431,3/23/12,8/11/12,26673941,5388136082,26673941,202,3539,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445431,SRX129752,Ki11-shoot,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300558,SAMN00828650,simple,4577,Zea mays,Ki11 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,40D19E4B9BE752A83468D748AD619EF7,5920B62065F84335E181A9EDE6353C3E
SRR445432,3/23/12,8/11/12,24748728,4999243056,24748728,202,3288,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445432,SRX129753,Ki11-tassel,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300558,SAMN00828650,simple,4577,Zea mays,Ki11 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,CDA3C12E5EB15831C1850FA35453731C,16798523ACB3552A0D68AE50028FE96C
SRR445433,3/23/12,8/11/12,24579140,4964986280,24579140,202,2974,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR445433,SRX129754,Ki3-ear,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP011480,,,0,SRS300559,SAMN00828651,simple,4577,Zea mays,Ki3 RNA-Seq (NSF-CNV),,,,,,,no,,,,,IOWA STATE UNIVERSITY,SRA050790,,public,0886735D01DC8C8418AB4197E96EEB86,310B77009A69FEA8558F570049065A83
