Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR5166641,2017-01-11,2017-01-11,11650463,3495138900,11650463,300,1434,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166641,SRX2483602,YPSO,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,7CA0AA3D8AC6AA252C09A7821D72B3A1,32F2ACD22AB1494FB222D28F907F4437
SRR5166642,2017-01-11,2017-01-11,11626815,3488044500,11626815,300,1407,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166642,SRX2483603,YPSN,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,A7E739E11DCE939CC46B6EB4F3B1E953,F776C56FD6BE1E11DBDF820D0101AF6A
SRR5166643,2017-01-11,2017-01-11,12754770,3826431000,12754770,300,1563,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166643,SRX2483604,YPSH,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,AD537E0AFB53349397151E4094069BD6,BCE7E04493301F9E47AB8DDC89209FB1
SRR5166644,2017-01-11,2017-01-11,15739682,4721904600,15739682,300,1908,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166644,SRX2483605,YPSG,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,768DB905B404D31C21D3CAE1D1B064D9,37A384D8F4499FE36253222AEA6A3988
SRR5166645,2017-01-11,2017-01-11,10338771,3101631300,10338771,300,1310,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166645,SRX2483606,YPSA,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,0960263FCE391E244B07A774A62C3220,C3B0282F460E56554D3A581405FF013B
SRR5166646,2017-01-11,2017-01-11,12219443,3665832900,12219443,300,1528,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166646,SRX2483607,YPSC,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,7836C931577C13091AFEC9FF82E9202A,8AA1E6E95ED0950EAC74C1F69E35FFAD
SRR5166647,2017-01-11,2017-01-11,12538901,3761670300,12538901,300,1616,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166647,SRX2483608,YPSB,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,341373AAA28F1DA7F84DF1970641888D,9982916F9D780BBBFF9D8657DD05E639
SRR5166648,2017-01-11,2017-01-11,13659719,4097915700,13659719,300,1678,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166648,SRX2483609,YPOA,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,E005956E20B7BBD934E2FC54071AACD4,67B4D9516F7AEA0D681F9BCDB9F8EBE4
SRR5166649,2017-01-11,2017-01-11,14583579,4375073700,14583579,300,1820,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166649,SRX2483610,YPOC,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,4E8CE7E2DE8D74057A3C6E3127E2BEDE,D15FB545B5956DAFC598FFACD8460EC3
SRR5166650,2017-01-11,2017-01-11,12457571,3737271300,12457571,300,1552,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166650,SRX2483611,YPOB,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,C3FB96783671EF44D84D39B3F0A3C2F5,7A05218285960CD70C13BB5F942409A3
SRR5166651,2017-01-11,2017-01-11,12375553,3712665900,12375553,300,1529,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166651,SRX2483612,YPOG,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,1B14FCB19C4B9055C2936E5E8F810ECD,9AC81C3E3831BE2EA592D94FDF1C28DA
SRR5166652,2017-01-11,2017-01-11,15024609,4507382700,15024609,300,1889,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166652,SRX2483613,YPOH,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,66467F75593A9FA32B5D2B54559C84FA,A603D382F99068183FC5BF25A7D861BE
SRR5166653,2017-01-11,2017-01-11,15665145,4699543500,15665145,300,1943,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166653,SRX2483614,YPOO,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,6683C517E6A89AEEEC85E17987C8A01B,FB994DB839D1CE1015742E651E6147EF
SRR5166654,2017-01-11,2017-01-11,14531064,4359319200,14531064,300,1818,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166654,SRX2483615,YPON,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,A52E30A698107573A452C50C41AE2973,DC9B035714733E080F34FABD00AE079B
SRR5166655,2017-01-11,2017-01-11,14210953,4263285900,14210953,300,1786,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166655,SRX2483616,YPOP,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,C70DFF9B2CDD4AF649F8873BB26CC547,4E3269CB5E1EDF98004ADEA903FFA94F
SRR5166656,2017-01-11,2017-01-11,12823604,3847081200,12823604,300,1602,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166656,SRX2483617,YPOS,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,250F5738C6B84A5F76756A80A8BC8FF0,0BE5A8DC8EEB4A739586FF2B3DFB4808
SRR5166657,2017-01-11,2017-01-11,14716718,4415015400,14716718,300,1884,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166657,SRX2483618,YPOU,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,808B6E4F9AB30DBE85889B26035270CB,CB00B213A6871E7B80FA56A50C6874A3
SRR5166658,2017-01-11,2017-01-11,12793735,3838120500,12793735,300,1603,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166658,SRX2483619,YPOT,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,183641C254F9DC459923D77FC3FA476B,CABE83E1156AAC70FD2A5737B835F143
SRR5166659,2017-01-11,2017-01-11,11552303,3465690900,11552303,300,1426,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166659,SRX2483620,YPOW,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,A25828E406B03B3D71F944E31154D240,5AD649FE99873A265304B2435B80FCA7
SRR5166660,2017-01-11,2017-01-11,13377401,4013220300,13377401,300,1707,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166660,SRX2483621,YPOX,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,BD42E1EDE24862072F3462DB220D0039,5F6076B3D50EB5FBD6C58D0E8BEA875D
SRR5166661,2017-01-11,2017-01-11,11933266,3579979800,11933266,300,1484,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166661,SRX2483622,YPOZ,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,26D2705A3459B6DFF449F9D6BE478F48,60EB82B0F5949589AD3D74915F51823C
SRR5166662,2017-01-11,2017-01-11,11568058,3470417400,11568058,300,1460,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166662,SRX2483623,YPNO,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096479,PRJNA258894,,258894,SRS1914397,SAMN06161133,simple,4577,Zea mays,Gp0099438,,,,,,,no,,,,,JGI,SRA526306,,public,CD1B3088EE86A9F9168A83AF48CED533,FADE4D79B8EF4FBE69ECE3B4C0FA6FF5
SRR5166262,2017-01-10,2017-01-11,13146797,3944039100,13146797,300,1794,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166262,SRX2483222,UXYC,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,10D4C159C7D1C41F79590E5CE262A5BD,17BC19E65D19259108EE3DBDD6ECE152
SRR5166263,2017-01-10,2017-01-11,10791285,3237385500,10791285,300,1431,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166263,SRX2483223,UXYB,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,C0FB18A425B95964450F8D4678F209E4,8909FDD59638D3CF136F4604C4FF57F2
SRR5166264,2017-01-10,2017-01-11,10354749,3106424700,10354749,300,1350,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166264,SRX2483224,UXYA,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,E54818EBEA5DB39E3A15F1F9AE0D1929,693145B03DB2BEF81D809BE9D575D246
SRR5166265,2017-01-10,2017-01-11,20118504,6035551200,20118504,300,2742,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166265,SRX2483225,UXSY,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,CD94D49618C11D8341BC5AC1319A8239,AFF2E467B780CE7FFFD4BB33719D53D2
SRR5166266,2017-01-10,2017-01-11,12695547,3808664100,12695547,300,1642,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166266,SRX2483226,UXSX,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,09BCCD9DB64CA93DDF0C634EA68FD2B8,A3CA4A92988AD0F90F8C09C5EF4F7ACE
SRR5166267,2017-01-10,2017-01-11,12287522,3686256600,12287522,300,1670,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166267,SRX2483227,UXSZ,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,4E36C94931F89C0A2D4FCBE5AA3145F1,EE329173360EB64787EA7A6FE3F6665E
SRR5166268,2017-01-10,2017-01-11,14698507,4409552100,14698507,300,1910,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166268,SRX2483228,UXSS,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,6C6E53CC23C95D801D91B5F19033531B,99A3CB3FA97DC780492C1EA0A31F9B33
SRR5166269,2017-01-10,2017-01-11,13450123,4035036900,13450123,300,1752,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166269,SRX2483229,UXSU,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,5B7EED344FF0F2529EA0140FC1D7399B,77AED25DEC2A33B42FD2E87AD888F32C
SRR5166270,2017-01-10,2017-01-11,13054208,3916262400,13054208,300,1722,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166270,SRX2483230,UXST,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,996C75AE103C661685AE37A2C2984F2B,3E446B5ED4AC853E234A040231B0BEF7
SRR5166271,2017-01-10,2017-01-11,12083760,3625128000,12083760,300,1569,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166271,SRX2483231,UXSW,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,2E40DE7C045FE153BBEBD276427365CB,289AF3AD493880079F80B19E28F89DE6
SRR5166272,2017-01-10,2017-01-11,10585590,3175677000,10585590,300,1386,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166272,SRX2483232,UXXX,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,C277BCE6257B56983D176F70AA32F516,0160BE98515C9313ABEF6F4F6D6F063B
SRR5166273,2017-01-10,2017-01-11,12593662,3778098600,12593662,300,1965,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166273,SRX2483233,UXXY,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,13F7E1909333A801929B105FC986E64F,6AD19A42BE1E367E177FB0E2B4799D32
SRR5166274,2017-01-10,2017-01-11,13449564,4034869200,13449564,300,1773,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166274,SRX2483234,UXXZ,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,E9697AF5C07759B3F6B6AC24A7447FD0,ED6F12C877E11DFB860D7BA49DC6BFD7
SRR5166275,2017-01-10,2017-01-11,11460143,3438042900,11460143,300,1529,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166275,SRX2483235,UXXT,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,4D4DFBFD47A5C871361F18CA9FAA629D,7477976F9BDEABA49457933498AF77AE
SRR5166276,2017-01-10,2017-01-11,11666469,3499940700,11666469,300,1533,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166276,SRX2483236,UXXU,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,1F4FE288525691AFDC498CB7A285E12D,FE6EB09E94D78DFE6C2DE439FA94B0E3
SRR5166277,2017-01-10,2017-01-11,13328854,3998656200,13328854,300,1786,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166277,SRX2483237,UXXW,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,BEF1C0286946E859DD5FEB56D97CC791,CA3B33251EA03CE074FFBAC7656ADE60
SRR5166278,2017-01-10,2017-01-11,14451206,4335361800,14451206,300,1895,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166278,SRX2483238,UXXP,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,D07C2DE73D45666374F28DCAE9CCD489,354FD23EA886C6D28B8D75B792E48783
SRR5166279,2017-01-10,2017-01-11,10194495,3058348500,10194495,300,1390,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166279,SRX2483239,UXXS,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,27EE8245BC3DDD1F0FB086EA2FFC95D0,69C9B361F01CB48A082B8ED08B2F25D8
SRR5166280,2017-01-10,2017-01-11,15953114,4785934200,15953114,300,2132,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166280,SRX2483240,UXXN,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,447399A5497D7F2FB295F769EB996AAE,FFDC02A4DA84875566C3F74691461169
SRR5166281,2017-01-10,2017-01-11,10825150,3247545000,10825150,300,1443,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166281,SRX2483241,UXXO,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,2BBB1CDB3679AF08653FB2C48E318A09,F27BC1CC5EE229CCAF8E12CB741407DB
SRR5166282,2017-01-10,2017-01-11,13076448,3922934400,13076448,300,1725,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166282,SRX2483242,UXXH,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,AD010CA222ADBCADFA0E36D05969ED67,824C6E95F2457BFBE6147BF368A97A70
SRR5166283,2017-01-10,2017-01-11,11304878,3391463400,11304878,300,1489,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166283,SRX2483243,UXXG,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,A49435F426D983088F8D74F022F93A9E,D126029E153709ABC8BDE8F2AAF41E0A
SRR5166284,2017-01-10,2017-01-11,12103731,3631119300,12103731,300,1584,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166284,SRX2483244,UXXA,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,1DBE859E182B8C1A3E7CE85F947FB0C8,E89C9604C799B0AB7652A2CEFAF76480
SRR5166285,2017-01-10,2017-01-11,14231746,4269523800,14231746,300,1863,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166285,SRX2483245,UXXB,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,9A1549FC6BD0FD12EA476EC1ED623D77,8A27B53C6D32901D8BF5686707729986
SRR5166286,2017-01-10,2017-01-11,14237569,4271270700,14237569,300,1861,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166286,SRX2483246,UXXC,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,C29B8FC0E259A18D6A4433214A7295B3,1DCD220CF8475ECD9C630BC479528EC1
SRR5166287,2017-01-10,2017-01-11,10777074,3233122200,10777074,300,1401,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166287,SRX2483247,UXTX,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,7F7CD75297C1FC731F4065AC257CBD85,9EDA62125B4E7F415E07B45C521828E4
SRR5166288,2017-01-10,2017-01-11,13493232,4047969600,13493232,300,1758,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166288,SRX2483248,UXTY,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,4D69CA77F69584AD1FF283275F329EE5,D4A9E7467D2030861FEF94660C1813E9
SRR5166289,2017-01-10,2017-01-11,14048720,4214616000,14048720,300,1836,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166289,SRX2483249,UXTZ,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,6D88DB43CAAFAC9EECB5A0383D7A0508,117BBBF11C10AABE37063CD71DCA448B
SRR5166290,2017-01-10,2017-01-11,11661175,3498352500,11661175,300,1532,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR5166290,SRX2483250,UXTP,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096452,PRJNA258891,,258891,SRS1914307,SAMN06161136,simple,4577,Zea mays,Gp0099436,,,,,,,no,,,,,JGI,SRA526258,,public,3133F7BF5EA750EF582A11D406153B55,44B4CACCC33248347F3F0F47C86248F0
